row.names,value,nme,method,time,od,orig,dest,node
11905,9.572593e+02,switch->fddi,obs,(02/22/99 19:52:43),1,switch,fddi,
11906,6.422061e+03,switch->switch,obs,(02/22/99 19:52:43),1,switch,switch,
11907,1.881816e+05,switch->local,obs,(02/22/99 19:52:43),1,switch,local,
11908,4.043274e+04,switch->corp,obs,(02/22/99 19:52:43),1,switch,corp,
11909,7.145114e+03,local->fddi,obs,(02/22/99 19:52:43),1,local,fddi,
11910,4.597330e+03,local->switch,obs,(02/22/99 19:52:43),1,local,switch,
11911,7.259259e+00,local->local,obs,(02/22/99 19:52:43),1,local,local,
11912,2.545455e+00,local->corp,obs,(02/22/99 19:52:43),1,local,corp,
11913,5.656566e-01,corp->fddi,obs,(02/22/99 19:52:43),1,corp,fddi,
11914,1.698360e+04,corp->switch,obs,(02/22/99 19:52:43),1,corp,switch,
11915,2.589226e+01,corp->local,obs,(02/22/99 19:52:43),1,corp,local,
11916,0.000000e+00,corp->corp,obs,(02/22/99 19:52:43),1,corp,corp,
11917,1.477665e+04,src fddi,obs,(02/22/99 19:52:43),0,fddi,all,fddi
11918,2.359936e+05,src switch,obs,(02/22/99 19:52:43),0,switch,all,switch
11919,1.175225e+04,src local,obs,(02/22/99 19:52:43),0,local,all,local
11920,1.701006e+04,src corp,obs,(02/22/99 19:52:43),0,corp,all,corp
11921,8.102939e+03,dst fddi,obs,(02/22/99 19:52:43),0,all,fddi,fddi
11922,2.807582e+04,dst switch,obs,(02/22/99 19:52:43),0,all,switch,switch
11923,2.029183e+05,dst local,obs,(02/22/99 19:52:43),0,all,local,local
11924,4.043557e+04,dst corp,obs,(02/22/99 19:52:43),0,all,corp,corp
11925,2.795326e+05,total,obs,(02/22/99 19:52:43),0,all,all,all
11951,0.000000e+00,fddi->fddi,obs,(02/22/99 19:57:42),1,fddi,fddi,
11952,6.218855e+01,fddi->switch,obs,(02/22/99 19:57:42),1,fddi,switch,
11953,1.549982e+04,fddi->local,obs,(02/22/99 19:57:42),1,fddi,local,
11954,2.828283e-01,fddi->corp,obs,(02/22/99 19:57:42),1,fddi,corp,
11955,7.008081e+01,switch->fddi,obs,(02/22/99 19:57:42),1,switch,fddi,
11956,8.530673e+03,switch->switch,obs,(02/22/99 19:57:42),1,switch,switch,
11957,1.769607e+05,switch->local,obs,(02/22/99 19:57:42),1,switch,local,
11958,7.220651e+04,switch->corp,obs,(02/22/99 19:57:42),1,switch,corp,
11959,6.456330e+03,local->fddi,obs,(02/22/99 19:57:42),1,local,fddi,
11960,4.625889e+03,local->switch,obs,(02/22/99 19:57:42),1,local,switch,
11961,1.057980e+02,local->local,obs,(02/22/99 19:57:42),1,local,local,
11962,8.701010e+01,local->corp,obs,(02/22/99 19:57:42),1,local,corp,
11963,5.656566e-01,corp->fddi,obs,(02/22/99 19:57:42),1,corp,fddi,
11964,4.448486e+04,corp->switch,obs,(02/22/99 19:57:42),1,corp,switch,
11965,1.536364e+02,corp->local,obs,(02/22/99 19:57:42),1,corp,local,
11966,0.000000e+00,corp->corp,obs,(02/22/99 19:57:42),1,corp,corp,
11967,1.556229e+04,src fddi,obs,(02/22/99 19:57:42),0,fddi,all,fddi
11968,2.577680e+05,src switch,obs,(02/22/99 19:57:42),0,switch,all,switch
11969,1.127503e+04,src local,obs,(02/22/99 19:57:42),0,local,all,local
11970,4.463906e+04,src corp,obs,(02/22/99 19:57:42),0,corp,all,corp
11971,6.526976e+03,dst fddi,obs,(02/22/99 19:57:42),0,all,fddi,fddi
11972,5.770361e+04,dst switch,obs,(02/22/99 19:57:42),0,all,switch,switch
11973,1.927200e+05,dst local,obs,(02/22/99 19:57:42),0,all,local,local
11974,7.229380e+04,dst corp,obs,(02/22/99 19:57:42),0,all,corp,corp
11975,3.292444e+05,total,obs,(02/22/99 19:57:42),0,all,all,all
12001,0.000000e+00,fddi->fddi,obs,(02/22/99 20:02:42),1,fddi,fddi,
12002,1.041481e+02,fddi->switch,obs,(02/22/99 20:02:42),1,fddi,switch,
12003,1.194615e+04,fddi->local,obs,(02/22/99 20:02:42),1,fddi,local,
12004,2.828283e-01,fddi->corp,obs,(02/22/99 20:02:42),1,fddi,corp,
12005,1.048333e+03,switch->fddi,obs,(02/22/99 20:02:42),1,switch,fddi,
12006,5.166963e+03,switch->switch,obs,(02/22/99 20:02:42),1,switch,switch,
12007,1.806169e+05,switch->local,obs,(02/22/99 20:02:42),1,switch,local,
12008,3.621745e+04,switch->corp,obs,(02/22/99 20:02:42),1,switch,corp,
12009,7.401862e+03,local->fddi,obs,(02/22/99 20:02:42),1,local,fddi,
12010,4.847377e+03,local->switch,obs,(02/22/99 20:02:42),1,local,switch,
12011,7.583838e+01,local->local,obs,(02/22/99 20:02:42),1,local,local,
12012,1.743030e+02,local->corp,obs,(02/22/99 20:02:42),1,local,corp,
12013,5.656566e-01,corp->fddi,obs,(02/22/99 20:02:42),1,corp,fddi,
12014,2.779382e+04,corp->switch,obs,(02/22/99 20:02:42),1,corp,switch,
12015,1.265387e+02,corp->local,obs,(02/22/99 20:02:42),1,corp,local,
12016,0.000000e+00,corp->corp,obs,(02/22/99 20:02:42),1,corp,corp,
12017,1.205058e+04,src fddi,obs,(02/22/99 20:02:42),0,fddi,all,fddi
12018,2.230497e+05,src switch,obs,(02/22/99 20:02:42),0,switch,all,switch
12019,1.249938e+04,src local,obs,(02/22/99 20:02:42),0,local,all,local
12020,2.792093e+04,src corp,obs,(02/22/99 20:02:42),0,corp,all,corp
12021,8.450761e+03,dst fddi,obs,(02/22/99 20:02:42),0,all,fddi,fddi
12022,3.791231e+04,dst switch,obs,(02/22/99 20:02:42),0,all,switch,switch
12023,1.927654e+05,dst local,obs,(02/22/99 20:02:42),0,all,local,local
12024,3.639204e+04,dst corp,obs,(02/22/99 20:02:42),0,all,corp,corp
12025,2.755206e+05,total,obs,(02/22/99 20:02:42),0,all,all,all
12051,0.000000e+00,fddi->fddi,obs,(02/22/99 20:07:43),1,fddi,fddi,
12052,6.177104e+01,fddi->switch,obs,(02/22/99 20:07:43),1,fddi,switch,
12053,1.320805e+04,fddi->local,obs,(02/22/99 20:07:43),1,fddi,local,
12054,2.828283e-01,fddi->corp,obs,(02/22/99 20:07:43),1,fddi,corp,
12055,6.959596e+01,switch->fddi,obs,(02/22/99 20:07:43),1,switch,fddi,
12056,3.062916e+03,switch->switch,obs,(02/22/99 20:07:43),1,switch,switch,
12057,1.772005e+05,switch->local,obs,(02/22/99 20:07:43),1,switch,local,
12058,4.226352e+04,switch->corp,obs,(02/22/99 20:07:43),1,switch,corp,
12059,5.502714e+03,local->fddi,obs,(02/22/99 20:07:43),1,local,fddi,
12060,4.828949e+03,local->switch,obs,(02/22/99 20:07:43),1,local,switch,
12061,2.684815e+02,local->local,obs,(02/22/99 20:07:43),1,local,local,
12062,1.048316e+02,local->corp,obs,(02/22/99 20:07:43),1,local,corp,
12063,5.656566e-01,corp->fddi,obs,(02/22/99 20:07:43),1,corp,fddi,
12064,9.172694e+03,corp->switch,obs,(02/22/99 20:07:43),1,corp,switch,
12065,8.958586e+01,corp->local,obs,(02/22/99 20:07:43),1,corp,local,
12066,0.000000e+00,corp->corp,obs,(02/22/99 20:07:43),1,corp,corp,
12067,1.327011e+04,src fddi,obs,(02/22/99 20:07:43),0,fddi,all,fddi
12068,2.225966e+05,src switch,obs,(02/22/99 20:07:43),0,switch,all,switch
12069,1.070498e+04,src local,obs,(02/22/99 20:07:43),0,local,all,local
12070,9.262845e+03,src corp,obs,(02/22/99 20:07:43),0,corp,all,corp
12071,5.572875e+03,dst fddi,obs,(02/22/99 20:07:43),0,all,fddi,fddi
12072,1.712633e+04,dst switch,obs,(02/22/99 20:07:43),0,all,switch,switch
12073,1.907667e+05,dst local,obs,(02/22/99 20:07:43),0,all,local,local
12074,4.236863e+04,dst corp,obs,(02/22/99 20:07:43),0,all,corp,corp
12075,2.558345e+05,total,obs,(02/22/99 20:07:43),0,all,all,all
12101,0.000000e+00,fddi->fddi,obs,(02/22/99 20:12:43),1,fddi,fddi,
12102,9.391919e+01,fddi->switch,obs,(02/22/99 20:12:43),1,fddi,switch,
12103,1.383002e+04,fddi->local,obs,(02/22/99 20:12:43),1,fddi,local,
12104,2.828283e-01,fddi->corp,obs,(02/22/99 20:12:43),1,fddi,corp,
12105,9.792256e+02,switch->fddi,obs,(02/22/99 20:12:43),1,switch,fddi,
12106,3.276394e+03,switch->switch,obs,(02/22/99 20:12:43),1,switch,switch,
12107,1.774309e+05,switch->local,obs,(02/22/99 20:12:43),1,switch,local,
12108,4.203542e+04,switch->corp,obs,(02/22/99 20:12:43),1,switch,corp,
12109,7.069606e+03,local->fddi,obs,(02/22/99 20:12:43),1,local,fddi,
12110,3.959249e+03,local->switch,obs,(02/22/99 20:12:43),1,local,switch,
12111,1.344512e+02,local->local,obs,(02/22/99 20:12:43),1,local,local,
12112,1.670034e+00,local->corp,obs,(02/22/99 20:12:43),1,local,corp,
12113,5.656566e-01,corp->fddi,obs,(02/22/99 20:12:43),1,corp,fddi,
12114,1.072876e+04,corp->switch,obs,(02/22/99 20:12:43),1,corp,switch,
12115,2.477104e+01,corp->local,obs,(02/22/99 20:12:43),1,corp,local,
12116,0.000000e+00,corp->corp,obs,(02/22/99 20:12:43),1,corp,corp,
12117,1.392422e+04,src fddi,obs,(02/22/99 20:12:43),0,fddi,all,fddi
12118,2.237219e+05,src switch,obs,(02/22/99 20:12:43),0,switch,all,switch
12119,1.116498e+04,src local,obs,(02/22/99 20:12:43),0,local,all,local
12120,1.075410e+04,src corp,obs,(02/22/99 20:12:43),0,corp,all,corp
12121,8.049397e+03,dst fddi,obs,(02/22/99 20:12:43),0,all,fddi,fddi
12122,1.805832e+04,dst switch,obs,(02/22/99 20:12:43),0,all,switch,switch
12123,1.914201e+05,dst local,obs,(02/22/99 20:12:43),0,all,local,local
12124,4.203737e+04,dst corp,obs,(02/22/99 20:12:43),0,all,corp,corp
12125,2.595652e+05,total,obs,(02/22/99 20:12:43),0,all,all,all
12151,0.000000e+00,fddi->fddi,obs,(02/22/99 20:17:43),1,fddi,fddi,
12152,5.965993e+01,fddi->switch,obs,(02/22/99 20:17:43),1,fddi,switch,
12153,1.189074e+04,fddi->local,obs,(02/22/99 20:17:43),1,fddi,local,
12154,2.828283e-01,fddi->corp,obs,(02/22/99 20:17:43),1,fddi,corp,
12155,6.895960e+01,switch->fddi,obs,(02/22/99 20:17:43),1,switch,fddi,
12156,3.138801e+03,switch->switch,obs,(02/22/99 20:17:43),1,switch,switch,
12157,1.655933e+05,switch->local,obs,(02/22/99 20:17:43),1,switch,local,
12158,3.617900e+04,switch->corp,obs,(02/22/99 20:17:43),1,switch,corp,
12159,5.765098e+03,local->fddi,obs,(02/22/99 20:17:43),1,local,fddi,
12160,3.457492e+03,local->switch,obs,(02/22/99 20:17:43),1,local,switch,
12161,1.946128e+01,local->local,obs,(02/22/99 20:17:43),1,local,local,
12162,3.649832e+00,local->corp,obs,(02/22/99 20:17:43),1,local,corp,
12163,5.656566e-01,corp->fddi,obs,(02/22/99 20:17:43),1,corp,fddi,
12164,1.554585e+04,corp->switch,obs,(02/22/99 20:17:43),1,corp,switch,
12165,3.232323e+00,corp->local,obs,(02/22/99 20:17:43),1,corp,local,
12166,0.000000e+00,corp->corp,obs,(02/22/99 20:17:43),1,corp,corp,
12167,1.195069e+04,src fddi,obs,(02/22/99 20:17:43),0,fddi,all,fddi
12168,2.049800e+05,src switch,obs,(02/22/99 20:17:43),0,switch,all,switch
12169,9.245700e+03,src local,obs,(02/22/99 20:17:43),0,local,all,local
12170,1.554965e+04,src corp,obs,(02/22/99 20:17:43),0,corp,all,corp
12171,5.834623e+03,dst fddi,obs,(02/22/99 20:17:43),0,all,fddi,fddi
12172,2.220180e+04,dst switch,obs,(02/22/99 20:17:43),0,all,switch,switch
12173,1.775067e+05,dst local,obs,(02/22/99 20:17:43),0,all,local,local
12174,3.618293e+04,dst corp,obs,(02/22/99 20:17:43),0,all,corp,corp
12175,2.417260e+05,total,obs,(02/22/99 20:17:43),0,all,all,all
12201,0.000000e+00,fddi->fddi,obs,(02/22/99 20:22:42),1,fddi,fddi,
12202,7.826599e+01,fddi->switch,obs,(02/22/99 20:22:42),1,fddi,switch,
12203,1.383252e+04,fddi->local,obs,(02/22/99 20:22:42),1,fddi,local,
12204,2.828283e-01,fddi->corp,obs,(02/22/99 20:22:42),1,fddi,corp,
12205,9.655892e+02,switch->fddi,obs,(02/22/99 20:22:42),1,switch,fddi,
12206,3.215209e+03,switch->switch,obs,(02/22/99 20:22:42),1,switch,switch,
12207,1.769913e+05,switch->local,obs,(02/22/99 20:22:42),1,switch,local,
12208,3.889116e+04,switch->corp,obs,(02/22/99 20:22:42),1,switch,corp,
12209,6.859411e+03,local->fddi,obs,(02/22/99 20:22:42),1,local,fddi,
12210,3.710189e+03,local->switch,obs,(02/22/99 20:22:42),1,local,switch,
12211,2.568013e+01,local->local,obs,(02/22/99 20:22:42),1,local,local,
12212,2.545455e+00,local->corp,obs,(02/22/99 20:22:42),1,local,corp,
12213,5.656566e-01,corp->fddi,obs,(02/22/99 20:22:42),1,corp,fddi,
12214,1.429080e+04,corp->switch,obs,(02/22/99 20:22:42),1,corp,switch,
12215,2.487879e+01,corp->local,obs,(02/22/99 20:22:42),1,corp,local,
12216,0.000000e+00,corp->corp,obs,(02/22/99 20:22:42),1,corp,corp,
12217,1.391107e+04,src fddi,obs,(02/22/99 20:22:42),0,fddi,all,fddi
12218,2.200633e+05,src switch,obs,(02/22/99 20:22:42),0,switch,all,switch
12219,1.059782e+04,src local,obs,(02/22/99 20:22:42),0,local,all,local
12220,1.431625e+04,src corp,obs,(02/22/99 20:22:42),0,corp,all,corp
12221,7.825566e+03,dst fddi,obs,(02/22/99 20:22:42),0,all,fddi,fddi
12222,2.129447e+04,dst switch,obs,(02/22/99 20:22:42),0,all,switch,switch
12223,1.908744e+05,dst local,obs,(02/22/99 20:22:42),0,all,local,local
12224,3.889399e+04,dst corp,obs,(02/22/99 20:22:42),0,all,corp,corp
12225,2.588884e+05,total,obs,(02/22/99 20:22:42),0,all,all,all
12251,0.000000e+00,fddi->fddi,obs,(02/22/99 20:27:42),1,fddi,fddi,
12252,5.520539e+01,fddi->switch,obs,(02/22/99 20:27:42),1,fddi,switch,
12253,1.459186e+04,fddi->local,obs,(02/22/99 20:27:42),1,fddi,local,
12254,2.828283e-01,fddi->corp,obs,(02/22/99 20:27:42),1,fddi,corp,
12255,6.247811e+01,switch->fddi,obs,(02/22/99 20:27:42),1,switch,fddi,
12256,3.940178e+03,switch->switch,obs,(02/22/99 20:27:42),1,switch,switch,
12257,1.796169e+05,switch->local,obs,(02/22/99 20:27:42),1,switch,local,
12258,4.482443e+04,switch->corp,obs,(02/22/99 20:27:42),1,switch,corp,
12259,1.029626e+04,local->fddi,obs,(02/22/99 20:27:42),1,local,fddi,
12260,3.740832e+03,local->switch,obs,(02/22/99 20:27:42),1,local,switch,
12261,1.706397e+01,local->local,obs,(02/22/99 20:27:42),1,local,local,
12262,8.558923e+00,local->corp,obs,(02/22/99 20:27:42),1,local,corp,
12263,5.656566e-01,corp->fddi,obs,(02/22/99 20:27:42),1,corp,fddi,
12264,5.001818e+05,corp->switch,obs,(02/22/99 20:27:42),1,corp,switch,
12265,2.028620e+01,corp->local,obs,(02/22/99 20:27:42),1,corp,local,
12266,0.000000e+00,corp->corp,obs,(02/22/99 20:27:42),1,corp,corp,
12267,1.464735e+04,src fddi,obs,(02/22/99 20:27:42),0,fddi,all,fddi
12268,2.284439e+05,src switch,obs,(02/22/99 20:27:42),0,switch,all,switch
12269,1.406271e+04,src local,obs,(02/22/99 20:27:42),0,local,all,local
12270,5.002027e+05,src corp,obs,(02/22/99 20:27:42),0,corp,all,corp
12271,1.035930e+04,dst fddi,obs,(02/22/99 20:27:42),0,all,fddi,fddi
12272,5.079180e+05,dst switch,obs,(02/22/99 20:27:42),0,all,switch,switch
12273,1.942461e+05,dst local,obs,(02/22/99 20:27:42),0,all,local,local
12274,4.483328e+04,dst corp,obs,(02/22/99 20:27:42),0,all,corp,corp
12275,7.573567e+05,total,obs,(02/22/99 20:27:42),0,all,all,all
12301,0.000000e+00,fddi->fddi,obs,(02/22/99 20:32:43),1,fddi,fddi,
12302,6.892256e+01,fddi->switch,obs,(02/22/99 20:32:43),1,fddi,switch,
12303,1.080872e+04,fddi->local,obs,(02/22/99 20:32:43),1,fddi,local,
12304,2.828283e-01,fddi->corp,obs,(02/22/99 20:32:43),1,fddi,corp,
12305,9.550976e+02,switch->fddi,obs,(02/22/99 20:32:43),1,switch,fddi,
12306,5.151249e+03,switch->switch,obs,(02/22/99 20:32:43),1,switch,switch,
12307,1.770032e+05,switch->local,obs,(02/22/99 20:32:43),1,switch,local,
12308,3.579503e+04,switch->corp,obs,(02/22/99 20:32:43),1,switch,corp,
12309,6.825936e+03,local->fddi,obs,(02/22/99 20:32:43),1,local,fddi,
12310,3.768330e+03,local->switch,obs,(02/22/99 20:32:43),1,local,switch,
12311,2.568013e+01,local->local,obs,(02/22/99 20:32:43),1,local,local,
12312,6.755556e+01,local->corp,obs,(02/22/99 20:32:43),1,local,corp,
12313,5.656566e-01,corp->fddi,obs,(02/22/99 20:32:43),1,corp,fddi,
12314,3.097491e+05,corp->switch,obs,(02/22/99 20:32:43),1,corp,switch,
12315,1.178485e+02,corp->local,obs,(02/22/99 20:32:43),1,corp,local,
12316,6.346667e+02,corp->corp,obs,(02/22/99 20:32:43),1,corp,corp,
12317,1.087793e+04,src fddi,obs,(02/22/99 20:32:43),0,fddi,all,fddi
12318,2.189046e+05,src switch,obs,(02/22/99 20:32:43),0,switch,all,switch
12319,1.068750e+04,src local,obs,(02/22/99 20:32:43),0,local,all,local
12320,3.105022e+05,src corp,obs,(02/22/99 20:32:43),0,corp,all,corp
12321,7.781599e+03,dst fddi,obs,(02/22/99 20:32:43),0,all,fddi,fddi
12322,3.187376e+05,dst switch,obs,(02/22/99 20:32:43),0,all,switch,switch
12323,1.879555e+05,dst local,obs,(02/22/99 20:32:43),0,all,local,local
12324,3.649754e+04,dst corp,obs,(02/22/99 20:32:43),0,all,corp,corp
12325,5.509722e+05,total,obs,(02/22/99 20:32:43),0,all,all,all
12351,0.000000e+00,fddi->fddi,obs,(02/22/99 20:37:43),1,fddi,fddi,
12352,8.482155e+01,fddi->switch,obs,(02/22/99 20:37:43),1,fddi,switch,
12353,1.324253e+04,fddi->local,obs,(02/22/99 20:37:43),1,fddi,local,
12354,2.828283e-01,fddi->corp,obs,(02/22/99 20:37:43),1,fddi,corp,
12355,7.080135e+01,switch->fddi,obs,(02/22/99 20:37:43),1,switch,fddi,
12356,4.477165e+03,switch->switch,obs,(02/22/99 20:37:43),1,switch,switch,
12357,1.768229e+05,switch->local,obs,(02/22/99 20:37:43),1,switch,local,
12358,4.698660e+04,switch->corp,obs,(02/22/99 20:37:43),1,switch,corp,
12359,6.245582e+03,local->fddi,obs,(02/22/99 20:37:43),1,local,fddi,
12360,3.835828e+03,local->switch,obs,(02/22/99 20:37:43),1,local,switch,
12361,1.970370e+01,local->local,obs,(02/22/99 20:37:43),1,local,local,
12362,1.053199e+01,local->corp,obs,(02/22/99 20:37:43),1,local,corp,
12363,5.656566e-01,corp->fddi,obs,(02/22/99 20:37:43),1,corp,fddi,
12364,2.081556e+04,corp->switch,obs,(02/22/99 20:37:43),1,corp,switch,
12365,2.158923e+01,corp->local,obs,(02/22/99 20:37:43),1,corp,local,
12366,5.302357e+01,corp->corp,obs,(02/22/99 20:37:43),1,corp,corp,
12367,1.332763e+04,src fddi,obs,(02/22/99 20:37:43),0,fddi,all,fddi
12368,2.283575e+05,src switch,obs,(02/22/99 20:37:43),0,switch,all,switch
12369,1.011165e+04,src local,obs,(02/22/99 20:37:43),0,local,all,local
12370,2.089073e+04,src corp,obs,(02/22/99 20:37:43),0,corp,all,corp
12371,6.316949e+03,dst fddi,obs,(02/22/99 20:37:43),0,all,fddi,fddi
12372,2.921337e+04,dst switch,obs,(02/22/99 20:37:43),0,all,switch,switch
12373,1.901067e+05,dst local,obs,(02/22/99 20:37:43),0,all,local,local
12374,4.705043e+04,dst corp,obs,(02/22/99 20:37:43),0,all,corp,corp
12375,2.726875e+05,total,obs,(02/22/99 20:37:43),0,all,all,all
12401,0.000000e+00,fddi->fddi,obs,(02/22/99 20:42:42),1,fddi,fddi,
12402,6.474074e+01,fddi->switch,obs,(02/22/99 20:42:42),1,fddi,switch,
12403,1.339247e+04,fddi->local,obs,(02/22/99 20:42:42),1,fddi,local,
12404,2.828283e-01,fddi->corp,obs,(02/22/99 20:42:42),1,fddi,corp,
12405,9.483098e+02,switch->fddi,obs,(02/22/99 20:42:42),1,switch,fddi,
12406,4.672104e+03,switch->switch,obs,(02/22/99 20:42:42),1,switch,switch,
12407,1.817115e+05,switch->local,obs,(02/22/99 20:42:42),1,switch,local,
12408,4.207942e+04,switch->corp,obs,(02/22/99 20:42:42),1,switch,corp,
12409,6.952852e+03,local->fddi,obs,(02/22/99 20:42:42),1,local,fddi,
12410,4.677522e+03,local->switch,obs,(02/22/99 20:42:42),1,local,switch,
12411,1.997306e+01,local->local,obs,(02/22/99 20:42:42),1,local,local,
12412,1.696970e+00,local->corp,obs,(02/22/99 20:42:42),1,local,corp,
12413,5.656566e-01,corp->fddi,obs,(02/22/99 20:42:42),1,corp,fddi,
12414,1.077530e+04,corp->switch,obs,(02/22/99 20:42:42),1,corp,switch,
12415,2.540404e+01,corp->local,obs,(02/22/99 20:42:42),1,corp,local,
12416,0.000000e+00,corp->corp,obs,(02/22/99 20:42:42),1,corp,corp,
12417,1.345749e+04,src fddi,obs,(02/22/99 20:42:42),0,fddi,all,fddi
12418,2.294113e+05,src switch,obs,(02/22/99 20:42:42),0,switch,all,switch
12419,1.165204e+04,src local,obs,(02/22/99 20:42:42),0,local,all,local
12420,1.080127e+04,src corp,obs,(02/22/99 20:42:42),0,corp,all,corp
12421,7.901727e+03,dst fddi,obs,(02/22/99 20:42:42),0,all,fddi,fddi
12422,2.018967e+04,dst switch,obs,(02/22/99 20:42:42),0,all,switch,switch
12423,1.951494e+05,dst local,obs,(02/22/99 20:42:42),0,all,local,local
12424,4.208140e+04,dst corp,obs,(02/22/99 20:42:42),0,all,corp,corp
12425,2.653222e+05,total,obs,(02/22/99 20:42:42),0,all,all,all
12451,0.000000e+00,fddi->fddi,obs,(02/22/99 20:47:42),1,fddi,fddi,
12452,1.516128e+02,fddi->switch,obs,(02/22/99 20:47:42),1,fddi,switch,
12453,1.273216e+04,fddi->local,obs,(02/22/99 20:47:42),1,fddi,local,
12454,2.828283e-01,fddi->corp,obs,(02/22/99 20:47:42),1,fddi,corp,
12455,1.476532e+02,switch->fddi,obs,(02/22/99 20:47:42),1,switch,fddi,
12456,3.683300e+03,switch->switch,obs,(02/22/99 20:47:42),1,switch,switch,
12457,1.706988e+05,switch->local,obs,(02/22/99 20:47:42),1,switch,local,
12458,3.514566e+04,switch->corp,obs,(02/22/99 20:47:42),1,switch,corp,
12459,6.142781e+03,local->fddi,obs,(02/22/99 20:47:42),1,local,fddi,
12460,4.588495e+03,local->switch,obs,(02/22/99 20:47:42),1,local,switch,
12461,2.277104e+01,local->local,obs,(02/22/99 20:47:42),1,local,local,
12462,4.973064e+00,local->corp,obs,(02/22/99 20:47:42),1,local,corp,
12463,5.656566e-01,corp->fddi,obs,(02/22/99 20:47:42),1,corp,fddi,
12464,7.041054e+03,corp->switch,obs,(02/22/99 20:47:42),1,corp,switch,
12465,1.083838e+01,corp->local,obs,(02/22/99 20:47:42),1,corp,local,
12466,0.000000e+00,corp->corp,obs,(02/22/99 20:47:42),1,corp,corp,
12467,1.288405e+04,src fddi,obs,(02/22/99 20:47:42),0,fddi,all,fddi
12468,2.096754e+05,src switch,obs,(02/22/99 20:47:42),0,switch,all,switch
12469,1.075902e+04,src local,obs,(02/22/99 20:47:42),0,local,all,local
12470,7.052458e+03,src corp,obs,(02/22/99 20:47:42),0,corp,all,corp
12471,6.291000e+03,dst fddi,obs,(02/22/99 20:47:42),0,all,fddi,fddi
12472,1.546446e+04,dst switch,obs,(02/22/99 20:47:42),0,all,switch,switch
12473,1.834646e+05,dst local,obs,(02/22/99 20:47:42),0,all,local,local
12474,3.515091e+04,dst corp,obs,(02/22/99 20:47:42),0,all,corp,corp
12475,2.403710e+05,total,obs,(02/22/99 20:47:42),0,all,all,all
12501,0.000000e+00,fddi->fddi,obs,(02/22/99 20:52:43),1,fddi,fddi,
12502,9.247138e+01,fddi->switch,obs,(02/22/99 20:52:43),1,fddi,switch,
12503,1.510933e+04,fddi->local,obs,(02/22/99 20:52:43),1,fddi,local,
12504,2.828283e-01,fddi->corp,obs,(02/22/99 20:52:43),1,fddi,corp,
12505,9.741145e+02,switch->fddi,obs,(02/22/99 20:52:43),1,switch,fddi,
12506,4.257222e+03,switch->switch,obs,(02/22/99 20:52:43),1,switch,switch,
12507,1.578038e+05,switch->local,obs,(02/22/99 20:52:43),1,switch,local,
12508,4.103085e+04,switch->corp,obs,(02/22/99 20:52:43),1,switch,corp,
12509,8.477343e+03,local->fddi,obs,(02/22/99 20:52:43),1,local,fddi,
12510,7.215313e+03,local->switch,obs,(02/22/99 20:52:43),1,local,switch,
12511,7.984545e+02,local->local,obs,(02/22/99 20:52:43),1,local,local,
12512,2.545455e+00,local->corp,obs,(02/22/99 20:52:43),1,local,corp,
12513,5.656566e-01,corp->fddi,obs,(02/22/99 20:52:43),1,corp,fddi,
12514,8.267650e+03,corp->switch,obs,(02/22/99 20:52:43),1,corp,switch,
12515,4.306061e+01,corp->local,obs,(02/22/99 20:52:43),1,corp,local,
12516,0.000000e+00,corp->corp,obs,(02/22/99 20:52:43),1,corp,corp,
12517,1.520208e+04,src fddi,obs,(02/22/99 20:52:43),0,fddi,all,fddi
12518,2.040660e+05,src switch,obs,(02/22/99 20:52:43),0,switch,all,switch
12519,1.649366e+04,src local,obs,(02/22/99 20:52:43),0,local,all,local
12520,8.311276e+03,src corp,obs,(02/22/99 20:52:43),0,corp,all,corp
12521,9.452024e+03,dst fddi,obs,(02/22/99 20:52:43),0,all,fddi,fddi
12522,1.983266e+04,dst switch,obs,(02/22/99 20:52:43),0,all,switch,switch
12523,1.737546e+05,dst local,obs,(02/22/99 20:52:43),0,all,local,local
12524,4.103367e+04,dst corp,obs,(02/22/99 20:52:43),0,all,corp,corp
12525,2.440730e+05,total,obs,(02/22/99 20:52:43),0,all,all,all
12551,0.000000e+00,fddi->fddi,obs,(02/22/99 20:57:43),1,fddi,fddi,
12552,4.762963e+01,fddi->switch,obs,(02/22/99 20:57:43),1,fddi,switch,
12553,4.913233e+04,fddi->local,obs,(02/22/99 20:57:43),1,fddi,local,
12554,2.828283e-01,fddi->corp,obs,(02/22/99 20:57:43),1,fddi,corp,
12555,5.412121e+01,switch->fddi,obs,(02/22/99 20:57:43),1,switch,fddi,
12556,2.334912e+03,switch->switch,obs,(02/22/99 20:57:43),1,switch,switch,
12557,1.420557e+05,switch->local,obs,(02/22/99 20:57:43),1,switch,local,
12558,3.620214e+04,switch->corp,obs,(02/22/99 20:57:43),1,switch,corp,
12559,1.560659e+04,local->fddi,obs,(02/22/99 20:57:43),1,local,fddi,
12560,7.346077e+03,local->switch,obs,(02/22/99 20:57:43),1,local,switch,
12561,4.561279e+01,local->local,obs,(02/22/99 20:57:43),1,local,local,
12562,4.148148e+00,local->corp,obs,(02/22/99 20:57:43),1,local,corp,
12563,5.656566e-01,corp->fddi,obs,(02/22/99 20:57:43),1,corp,fddi,
12564,2.944422e+04,corp->switch,obs,(02/22/99 20:57:43),1,corp,switch,
